Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Region
EMP0991,30,Male,Software Engineer,IT,1,Hybrid,North America
EMP0992,35,Prefer not to say,Designer,Manufacturing,32,Onsite,Asia
EMP0993,45,Non-binary,Software Engineer,Finance,21,Onsite,North America
EMP0994,42,Non-binary,Project Manager,Education,13,Remote,Africa
EMP0995,38,Non-binary,Software Engineer,Retail,24,Remote,Oceania
EMP0996,36,Non-binary,Sales,IT,5,Remote,Europe
EMP0997,23,Female,Project Manager,Healthcare,12,Onsite,Africa
EMP0998,41,Non-binary,Project Manager,Manufacturing,8,Hybrid,South America
EMP0999,43,Male,Marketing,Retail,10,Onsite,Oceania
EMP1000,53,Non-binary,Designer,Retail,10,Remote,South America
EMP1001,52,Female,Marketing,Education,4,Onsite,Oceania
EMP1002,52,Prefer not to say,HR,Consulting,3,Onsite,Asia
EMP1003,42,Female,Sales,Finance,2,Hybrid,Africa
EMP1004,49,Female,HR,Healthcare,26,Hybrid,Africa
EMP1005,48,Female,Marketing,Manufacturing,27,Remote,Asia
EMP1006,37,Female,Data Scientist,Consulting,8,Onsite,South America
EMP1007,57,Female,Designer,Healthcare,28,Hybrid,South America
EMP1008,59,Female,Marketing,Manufacturing,3,Remote,Oceania
EMP1009,36,Male,Project Manager,Healthcare,2,Hybrid,Oceania
EMP1010,31,Female,Designer,Healthcare,24,Hybrid,South America
EMP1011,24,Male,Sales,IT,5,Remote,Africa
EMP1012,34,Non-binary,Software Engineer,Healthcare,16,Onsite,Oceania
EMP1013,43,Male,Software Engineer,Retail,20,Remote,Africa
EMP1014,25,Prefer not to say,Software Engineer,Education,26,Remote,Europe
EMP1015,27,Non-binary,Designer,Retail,25,Hybrid,Africa
EMP1016,58,Non-binary,Software Engineer,IT,21,Onsite,Africa
EMP1017,50,Female,Marketing,Finance,13,Hybrid,Europe
EMP1018,41,Non-binary,Designer,Healthcare,11,Onsite,Asia
EMP1019,38,Male,HR,Education,6,Hybrid,Africa
EMP1020,24,Prefer not to say,Sales,Consulting,20,Onsite,Asia
EMP1021,38,Female,Project Manager,Consulting,33,Remote,North America
EMP1022,37,Male,Software Engineer,Manufacturing,24,Onsite,Europe
EMP1023,59,Non-binary,Sales,Finance,14,Hybrid,Africa
EMP1024,31,Male,HR,Finance,14,Hybrid,Europe
EMP1025,24,Female,Data Scientist,Retail,35,Hybrid,Oceania
EMP1026,30,Male,Marketing,Finance,14,Remote,South America
EMP1027,54,Male,Sales,IT,17,Onsite,South America
EMP1028,53,Non-binary,Data Scientist,Healthcare,34,Remote,Africa
EMP1029,41,Female,Marketing,Finance,7,Onsite,Africa
EMP1030,24,Prefer not to say,Marketing,Finance,15,Hybrid,Oceania
EMP1031,25,Prefer not to say,HR,Finance,13,Remote,South America
EMP1032,47,Female,Software Engineer,Manufacturing,15,Remote,Oceania
EMP1033,24,Non-binary,Designer,Education,23,Onsite,Oceania
EMP1034,60,Prefer not to say,HR,Finance,33,Hybrid,South America
EMP1035,59,Male,Project Manager,Retail,27,Remote,Africa
EMP1036,26,Non-binary,Designer,Consulting,28,Hybrid,Asia
EMP1037,22,Male,HR,Education,23,Onsite,Asia
EMP1038,28,Non-binary,Software Engineer,Consulting,7,Hybrid,Oceania
EMP1039,52,Male,Project Manager,Consulting,6,Hybrid,North America
EMP1040,57,Male,Software Engineer,IT,3,Remote,Oceania
EMP1041,57,Non-binary,HR,Manufacturing,23,Remote,North America
EMP1042,50,Female,Marketing,Education,34,Onsite,North America
EMP1043,46,Non-binary,Sales,Retail,7,Hybrid,North America
EMP1044,37,Male,Marketing,Healthcare,27,Onsite,Oceania
EMP1045,55,Non-binary,Marketing,Retail,23,Hybrid,Oceania
EMP1046,37,Male,Sales,Healthcare,31,Remote,Asia
EMP1047,22,Prefer not to say,Designer,Healthcare,6,Remote,Europe
EMP1048,50,Male,Designer,Manufacturing,17,Onsite,Africa
EMP1049,45,Non-binary,Sales,Manufacturing,1,Hybrid,Oceania
EMP1050,36,Non-binary,Designer,Retail,5,Remote,North America
EMP1051,45,Non-binary,Project Manager,Education,7,Onsite,Europe
EMP1052,40,Male,Sales,Manufacturing,31,Onsite,Europe
EMP1053,29,Male,Project Manager,IT,4,Remote,Africa
EMP1054,24,Female,Data Scientist,IT,19,Hybrid,Europe
EMP1055,42,Non-binary,Sales,IT,18,Remote,Europe
EMP1056,34,Female,Data Scientist,Healthcare,7,Remote,North America
EMP1057,40,Non-binary,Sales,Consulting,10,Remote,Europe
EMP1058,27,Non-binary,Software Engineer,Retail,12,Remote,South America
EMP1059,33,Female,HR,Finance,21,Remote,Oceania
EMP1060,24,Male,Software Engineer,Retail,14,Onsite,South America
EMP1061,36,Non-binary,HR,Manufacturing,24,Onsite,Africa
EMP1062,45,Female,Designer,IT,28,Onsite,North America
EMP1063,23,Non-binary,Project Manager,IT,35,Hybrid,South America
EMP1064,59,Prefer not to say,Designer,IT,34,Onsite,North America
EMP1065,54,Male,Data Scientist,Finance,10,Remote,Asia
EMP1066,38,Prefer not to say,Data Scientist,Consulting,16,Onsite,Oceania
EMP1067,52,Male,Project Manager,Education,10,Hybrid,Africa
EMP1068,47,Male,Marketing,Manufacturing,3,Onsite,Asia
EMP1069,44,Female,Sales,Consulting,31,Onsite,Oceania
EMP1070,56,Female,Software Engineer,Finance,5,Remote,North America
EMP1071,27,Non-binary,Marketing,Finance,20,Hybrid,Europe
EMP1072,48,Male,Marketing,Education,3,Remote,North America
EMP1073,23,Prefer not to say,Software Engineer,Finance,11,Hybrid,Asia
EMP1074,50,Non-binary,Software Engineer,Healthcare,5,Remote,Africa
EMP1075,50,Non-binary,Marketing,Manufacturing,18,Hybrid,South America
EMP1076,56,Non-binary,Designer,Consulting,35,Onsite,Oceania
EMP1077,28,Male,Project Manager,Education,10,Onsite,Asia
EMP1078,51,Non-binary,Designer,Consulting,24,Hybrid,Africa
EMP1079,41,Female,Software Engineer,Education,30,Hybrid,Africa
EMP1080,23,Female,HR,IT,13,Onsite,Europe
EMP1081,23,Non-binary,Project Manager,Manufacturing,27,Hybrid,Oceania
EMP1082,60,Female,Designer,Manufacturing,35,Remote,Africa
EMP1083,26,Male,Sales,Consulting,29,Remote,Asia
EMP1084,25,Male,Data Scientist,Healthcare,32,Onsite,South America
EMP1085,33,Male,Marketing,Consulting,25,Hybrid,Africa
EMP1086,45,Male,Sales,Retail,4,Remote,South America
EMP1087,25,Male,Project Manager,IT,10,Onsite,Europe
EMP1088,24,Female,Data Scientist,Manufacturing,24,Remote,North America
EMP1089,52,Prefer not to say,Project Manager,IT,1,Onsite,Africa
EMP1090,30,Non-binary,Marketing,Retail,27,Remote,South America
EMP1091,44,Female,Designer,IT,8,Remote,Oceania
EMP1092,40,Prefer not to say,HR,Finance,33,Onsite,South America
EMP1093,31,Prefer not to say,Marketing,Education,2,Remote,Africa
EMP1094,23,Non-binary,HR,Education,35,Onsite,North America
EMP1095,49,Prefer not to say,Data Scientist,Education,25,Remote,North America
EMP1096,23,Female,HR,Healthcare,8,Hybrid,Africa
EMP1097,58,Male,Software Engineer,Finance,20,Onsite,Oceania
EMP1098,60,Prefer not to say,Designer,Consulting,20,Hybrid,Europe
EMP1099,54,Non-binary,HR,Manufacturing,27,Onsite,Asia
EMP1100,27,Female,HR,Manufacturing,16,Remote,Asia
EMP1101,60,Prefer not to say,Marketing,Retail,11,Remote,Europe
EMP1102,51,Female,Software Engineer,Manufacturing,4,Hybrid,Oceania
EMP1103,24,Female,Designer,Retail,4,Hybrid,Europe
EMP1104,27,Female,Software Engineer,Education,19,Hybrid,Asia
EMP1105,30,Non-binary,Designer,Retail,20,Hybrid,Oceania
EMP1106,53,Male,Sales,Healthcare,16,Remote,Africa
EMP1107,47,Male,Data Scientist,Education,19,Remote,Asia
EMP1108,31,Male,Designer,Manufacturing,24,Onsite,South America
EMP1109,35,Male,HR,Manufacturing,4,Hybrid,Europe
EMP1110,26,Non-binary,Software Engineer,Education,33,Hybrid,North America
EMP1111,43,Female,Data Scientist,Finance,10,Onsite,Oceania
EMP1112,46,Prefer not to say,Project Manager,Consulting,35,Remote,Oceania
EMP1113,32,Non-binary,Data Scientist,IT,13,Remote,Oceania
EMP1114,58,Female,Designer,Healthcare,18,Remote,South America
EMP1115,35,Male,Designer,Finance,19,Onsite,Africa
EMP1116,48,Male,Data Scientist,IT,18,Onsite,North America
EMP1117,42,Non-binary,Data Scientist,Education,19,Onsite,Asia
EMP1118,36,Non-binary,Sales,Healthcare,21,Remote,Oceania
EMP1119,60,Male,Project Manager,Education,33,Remote,North America
EMP1120,24,Male,Sales,Healthcare,21,Onsite,North America
EMP1121,35,Male,Data Scientist,Finance,20,Hybrid,South America
EMP1122,57,Female,Designer,Consulting,12,Onsite,North America
EMP1123,54,Male,Marketing,Consulting,22,Hybrid,South America
EMP1124,52,Male,Sales,Retail,20,Hybrid,South America
EMP1125,51,Female,Project Manager,Education,28,Onsite,Africa
EMP1126,33,Male,Marketing,Consulting,21,Hybrid,South America
EMP1127,53,Non-binary,Data Scientist,Healthcare,11,Onsite,South America
EMP1128,39,Non-binary,Sales,Education,26,Onsite,Africa
EMP1129,56,Non-binary,Designer,Healthcare,22,Hybrid,Africa
EMP1130,26,Prefer not to say,Data Scientist,Healthcare,30,Hybrid,South America
EMP1131,52,Prefer not to say,Marketing,IT,28,Hybrid,North America
EMP1132,47,Prefer not to say,Designer,Retail,13,Remote,Oceania
EMP1133,59,Female,Designer,Retail,33,Remote,Oceania
EMP1134,27,Non-binary,HR,Education,3,Onsite,Europe
EMP1135,23,Female,Data Scientist,Retail,17,Hybrid,Europe
EMP1136,22,Prefer not to say,Marketing,Consulting,24,Onsite,Europe
EMP1137,22,Non-binary,Sales,Education,7,Onsite,North America
EMP1138,28,Female,Marketing,Finance,5,Onsite,Asia
EMP1139,36,Prefer not to say,Designer,Retail,22,Hybrid,North America
EMP1140,52,Non-binary,Marketing,IT,1,Remote,Africa
EMP1141,57,Male,Project Manager,Healthcare,35,Remote,South America
EMP1142,59,Prefer not to say,Marketing,IT,19,Hybrid,North America
EMP1143,22,Prefer not to say,HR,Consulting,24,Onsite,Europe
EMP1144,49,Female,Sales,Retail,26,Remote,Asia
EMP1145,42,Prefer not to say,HR,Manufacturing,2,Onsite,Europe
EMP1146,35,Male,Designer,Retail,33,Hybrid,Africa
EMP1147,60,Non-binary,Sales,Retail,30,Hybrid,South America
EMP1148,22,Non-binary,Designer,Finance,31,Remote,Asia
EMP1149,30,Male,Marketing,Consulting,25,Hybrid,Africa
EMP1150,57,Male,Software Engineer,Education,6,Remote,Europe
EMP1151,50,Male,Project Manager,Healthcare,10,Hybrid,North America
EMP1152,26,Non-binary,HR,Healthcare,11,Onsite,Africa
EMP1153,49,Non-binary,Marketing,Consulting,7,Hybrid,North America
EMP1154,48,Prefer not to say,Marketing,Consulting,24,Onsite,Oceania
EMP1155,48,Prefer not to say,Data Scientist,Healthcare,6,Remote,South America
EMP1156,58,Male,HR,IT,10,Remote,Asia
EMP1157,59,Female,Sales,Manufacturing,17,Hybrid,North America
EMP1158,28,Non-binary,Marketing,Finance,7,Onsite,Oceania
EMP1159,34,Prefer not to say,Data Scientist,Retail,18,Remote,Asia
EMP1160,42,Male,HR,IT,30,Onsite,South America
EMP1161,34,Prefer not to say,Sales,Retail,13,Remote,South America
EMP1162,56,Male,Designer,Retail,7,Onsite,Oceania
EMP1163,28,Male,Software Engineer,Healthcare,15,Onsite,North America
EMP1164,53,Prefer not to say,HR,Consulting,3,Onsite,South America
EMP1165,60,Non-binary,Designer,Healthcare,28,Hybrid,South America
EMP1166,31,Male,Software Engineer,Healthcare,3,Remote,North America
EMP1167,22,Male,Project Manager,Retail,20,Onsite,North America
EMP1168,31,Non-binary,Marketing,Manufacturing,27,Remote,Asia
EMP1169,40,Female,HR,Retail,11,Hybrid,Africa
EMP1170,54,Prefer not to say,Data Scientist,IT,14,Onsite,South America
EMP1171,35,Non-binary,Sales,Consulting,7,Onsite,Africa
EMP1172,48,Non-binary,Project Manager,Manufacturing,18,Remote,North America
EMP1173,38,Female,HR,Education,28,Onsite,Europe
EMP1174,56,Non-binary,Designer,Finance,9,Hybrid,South America
EMP1175,24,Non-binary,Designer,Healthcare,15,Remote,Oceania
EMP1176,30,Non-binary,HR,Finance,31,Remote,Oceania
EMP1177,28,Female,Software Engineer,Healthcare,25,Hybrid,Asia
EMP1178,27,Prefer not to say,Data Scientist,Retail,24,Remote,Oceania
EMP1179,23,Non-binary,Sales,IT,35,Onsite,Oceania
EMP1180,48,Female,Sales,Retail,21,Onsite,Europe
EMP1181,56,Non-binary,Marketing,Healthcare,23,Onsite,Asia
EMP1182,38,Prefer not to say,Marketing,Finance,22,Remote,North America
EMP1183,57,Non-binary,HR,IT,10,Hybrid,Asia
EMP1184,23,Female,Project Manager,Finance,5,Hybrid,Africa
EMP1185,36,Non-binary,Sales,IT,21,Remote,Europe
EMP1186,52,Non-binary,HR,Education,35,Remote,North America
EMP1187,30,Female,Software Engineer,Finance,25,Onsite,Europe
EMP1188,51,Prefer not to say,Software Engineer,IT,19,Remote,Oceania
EMP1189,39,Female,Data Scientist,Finance,30,Remote,South America
EMP1190,46,Prefer not to say,Sales,Finance,31,Onsite,Africa
EMP1191,44,Female,Data Scientist,Finance,33,Remote,Oceania
EMP1192,22,Male,Designer,Consulting,33,Remote,Asia
EMP1193,38,Non-binary,Marketing,IT,18,Onsite,Europe
EMP1194,26,Non-binary,Software Engineer,Education,23,Hybrid,Europe
EMP1195,48,Female,Designer,Retail,20,Hybrid,Asia
EMP1196,49,Prefer not to say,Project Manager,Retail,13,Remote,Asia
EMP1197,32,Male,Software Engineer,Manufacturing,23,Hybrid,Oceania
EMP1198,32,Prefer not to say,Project Manager,Healthcare,34,Onsite,North America
EMP1199,57,Prefer not to say,Sales,Finance,4,Onsite,Asia
EMP1200,35,Non-binary,Data Scientist,Education,14,Onsite,South America
EMP1201,53,Male,Project Manager,Consulting,21,Hybrid,South America
EMP1202,41,Male,Project Manager,Finance,3,Hybrid,South America
EMP1203,46,Male,Software Engineer,Retail,27,Remote,Europe
EMP1204,30,Non-binary,Project Manager,Education,33,Remote,Africa
EMP1205,51,Non-binary,Project Manager,Healthcare,17,Remote,Europe
EMP1206,48,Prefer not to say,Marketing,Consulting,26,Hybrid,Asia
EMP1207,56,Male,Marketing,Consulting,27,Hybrid,Africa
EMP1208,60,Female,Sales,Finance,9,Remote,Africa
EMP1209,24,Female,Designer,IT,5,Hybrid,Asia
EMP1210,50,Prefer not to say,Sales,IT,28,Hybrid,Oceania
EMP1211,22,Female,HR,Education,24,Onsite,North America
EMP1212,25,Prefer not to say,HR,Manufacturing,22,Hybrid,Europe
EMP1213,32,Prefer not to say,Sales,Finance,14,Hybrid,South America
EMP1214,42,Female,Marketing,Manufacturing,25,Remote,North America
EMP1215,39,Female,Project Manager,Education,9,Onsite,South America
EMP1216,28,Male,Marketing,Manufacturing,28,Hybrid,South America
EMP1217,50,Male,Project Manager,Education,11,Hybrid,North America
EMP1218,45,Prefer not to say,Marketing,Finance,21,Remote,Europe
EMP1219,54,Female,Designer,Consulting,15,Hybrid,Oceania
EMP1220,57,Male,Software Engineer,Education,21,Hybrid,Oceania
EMP1221,33,Non-binary,Marketing,Retail,4,Remote,South America
EMP1222,30,Female,Designer,Finance,17,Onsite,Africa
EMP1223,27,Female,Sales,Education,21,Onsite,Europe
EMP1224,25,Prefer not to say,Project Manager,Retail,29,Remote,Africa
EMP1225,49,Prefer not to say,Software Engineer,Manufacturing,1,Onsite,Africa
EMP1226,45,Female,Designer,Retail,13,Onsite,Oceania
EMP1227,42,Male,Designer,IT,22,Hybrid,South America
EMP1228,33,Female,Data Scientist,Manufacturing,26,Onsite,Oceania
EMP1229,46,Male,HR,Healthcare,30,Onsite,Oceania
EMP1230,43,Prefer not to say,Project Manager,Retail,29,Onsite,Europe
EMP1231,23,Male,HR,Healthcare,24,Onsite,Africa
EMP1232,48,Non-binary,Software Engineer,Finance,4,Onsite,South America
EMP1233,30,Prefer not to say,Software Engineer,IT,10,Remote,Africa
EMP1234,46,Non-binary,Marketing,Healthcare,15,Hybrid,South America
EMP1235,59,Prefer not to say,Data Scientist,Consulting,4,Hybrid,North America
EMP1236,36,Prefer not to say,Sales,Consulting,22,Hybrid,South America
EMP1237,51,Non-binary,Data Scientist,Manufacturing,34,Remote,North America
EMP1238,26,Non-binary,Designer,Retail,24,Hybrid,Europe
EMP1239,41,Prefer not to say,Data Scientist,Finance,29,Remote,Europe
EMP1240,29,Non-binary,Designer,IT,1,Hybrid,South America
EMP1241,53,Non-binary,Designer,Retail,4,Hybrid,Oceania
EMP1242,30,Female,Data Scientist,Finance,2,Remote,North America
EMP1243,48,Female,Data Scientist,Education,32,Hybrid,Oceania
EMP1244,31,Non-binary,Data Scientist,Retail,27,Remote,South America
EMP1245,44,Prefer not to say,Software Engineer,Manufacturing,9,Onsite,Africa
EMP1246,42,Female,Designer,IT,30,Onsite,North America
EMP1247,42,Non-binary,Software Engineer,Education,10,Hybrid,Oceania
EMP1248,52,Prefer not to say,Marketing,Finance,26,Onsite,North America
EMP1249,49,Male,HR,Healthcare,24,Hybrid,Africa
EMP1250,28,Non-binary,HR,Retail,8,Hybrid,Africa
EMP1251,53,Female,Designer,Finance,33,Remote,South America
EMP1252,49,Male,Marketing,Healthcare,26,Onsite,South America
EMP1253,23,Non-binary,Software Engineer,Retail,23,Remote,Oceania
EMP1254,23,Male,Project Manager,IT,7,Hybrid,Europe
EMP1255,46,Female,Software Engineer,Consulting,9,Hybrid,Asia
EMP1256,48,Prefer not to say,Marketing,Education,14,Hybrid,Oceania
EMP1257,48,Female,Marketing,Finance,14,Hybrid,South America
EMP1258,39,Female,Marketing,Finance,30,Hybrid,Africa
EMP1259,59,Non-binary,Designer,Manufacturing,34,Onsite,Europe
EMP1260,25,Prefer not to say,Software Engineer,Finance,28,Hybrid,Asia
EMP1261,24,Non-binary,Sales,Finance,34,Remote,Asia
EMP1262,28,Female,HR,Consulting,25,Remote,South America
EMP1263,50,Male,HR,Manufacturing,29,Hybrid,South America
EMP1264,54,Prefer not to say,Software Engineer,Retail,20,Hybrid,Asia
EMP1265,33,Male,Data Scientist,IT,11,Hybrid,Asia
EMP1266,30,Prefer not to say,Data Scientist,Finance,31,Remote,Asia
EMP1267,40,Prefer not to say,Data Scientist,Healthcare,23,Remote,North America
EMP1268,27,Female,Sales,Consulting,29,Onsite,Europe
EMP1269,50,Non-binary,Sales,Finance,15,Onsite,North America
EMP1270,23,Prefer not to say,Marketing,Finance,9,Hybrid,South America
EMP1271,27,Male,Project Manager,Consulting,10,Remote,Africa
EMP1272,41,Male,Project Manager,Education,14,Hybrid,Asia
EMP1273,50,Prefer not to say,HR,IT,10,Onsite,North America
EMP1274,32,Non-binary,Project Manager,Consulting,25,Remote,Europe
EMP1275,52,Female,Software Engineer,Healthcare,14,Remote,North America
EMP1276,51,Prefer not to say,Designer,Retail,33,Remote,North America
EMP1277,26,Male,Project Manager,Finance,13,Remote,Europe
EMP1278,59,Non-binary,Project Manager,Finance,34,Remote,South America
EMP1279,52,Female,Sales,Education,7,Hybrid,Europe
EMP1280,55,Non-binary,Software Engineer,Healthcare,28,Onsite,Europe
EMP1281,36,Prefer not to say,Data Scientist,Finance,9,Remote,North America
EMP1282,32,Prefer not to say,Marketing,Education,21,Remote,Oceania
EMP1283,41,Prefer not to say,Software Engineer,Consulting,32,Onsite,Oceania
EMP1284,29,Non-binary,Software Engineer,Education,21,Onsite,North America
EMP1285,41,Male,Project Manager,Education,33,Remote,Asia
EMP1286,55,Female,Marketing,Finance,33,Remote,Africa
EMP1287,38,Female,Marketing,IT,2,Hybrid,Africa
EMP1288,59,Male,Project Manager,Healthcare,8,Onsite,South America
EMP1289,32,Prefer not to say,Project Manager,Consulting,7,Remote,Africa
EMP1290,28,Prefer not to say,Marketing,Healthcare,16,Hybrid,Europe
EMP1291,25,Prefer not to say,Data Scientist,Healthcare,14,Hybrid,North America
EMP1292,45,Prefer not to say,Designer,Retail,28,Hybrid,South America
EMP1293,27,Non-binary,HR,Consulting,16,Onsite,Europe
EMP1294,40,Male,Data Scientist,Consulting,1,Hybrid,Europe
EMP1295,25,Female,Designer,Healthcare,10,Remote,Oceania
EMP1296,30,Male,Designer,IT,14,Hybrid,North America
EMP1297,45,Male,Sales,Manufacturing,24,Onsite,Africa
EMP1298,48,Prefer not to say,Data Scientist,Retail,14,Hybrid,Africa
EMP1299,57,Female,Data Scientist,Consulting,19,Hybrid,Europe
EMP1300,32,Prefer not to say,Sales,Retail,2,Onsite,South America
EMP1301,31,Male,Data Scientist,Consulting,27,Onsite,Oceania
EMP1302,56,Non-binary,Project Manager,Retail,35,Hybrid,Oceania
EMP1303,55,Non-binary,Sales,IT,35,Remote,Asia
EMP1304,56,Non-binary,Data Scientist,Finance,22,Hybrid,Europe
EMP1305,31,Non-binary,Designer,Healthcare,9,Hybrid,Africa
EMP1306,55,Female,Data Scientist,Retail,31,Onsite,Asia
EMP1307,48,Prefer not to say,Designer,Finance,34,Onsite,South America
EMP1308,50,Male,Designer,IT,6,Onsite,Oceania
EMP1309,28,Non-binary,Project Manager,Healthcare,2,Onsite,Oceania
EMP1310,60,Male,Marketing,Education,8,Hybrid,Oceania
EMP1311,47,Male,HR,Finance,17,Onsite,Asia
EMP1312,23,Prefer not to say,Designer,Healthcare,22,Remote,North America
EMP1313,23,Male,Marketing,Finance,19,Remote,Oceania
EMP1314,35,Prefer not to say,HR,Finance,12,Onsite,North America
EMP1315,53,Non-binary,Marketing,Healthcare,8,Onsite,Oceania
EMP1316,49,Female,Designer,Finance,7,Remote,Oceania
EMP1317,43,Non-binary,Data Scientist,Manufacturing,28,Onsite,South America
EMP1318,41,Male,Sales,Manufacturing,13,Onsite,Asia
EMP1319,59,Non-binary,Marketing,Finance,13,Onsite,Africa
EMP1320,52,Non-binary,Software Engineer,Education,19,Hybrid,South America
EMP1321,53,Male,Data Scientist,Consulting,1,Onsite,North America
EMP1322,42,Prefer not to say,Project Manager,Consulting,3,Remote,Africa
EMP1323,24,Prefer not to say,HR,Healthcare,6,Remote,Oceania
EMP1324,37,Non-binary,Marketing,Manufacturing,15,Onsite,North America
EMP1325,58,Non-binary,Data Scientist,IT,15,Onsite,South America
EMP1326,33,Male,Marketing,Consulting,34,Remote,South America
EMP1327,24,Prefer not to say,Marketing,Retail,22,Remote,Oceania
EMP1328,46,Male,Marketing,Healthcare,17,Hybrid,Oceania
EMP1329,27,Female,Software Engineer,Retail,23,Hybrid,North America
EMP1330,35,Non-binary,Marketing,IT,21,Hybrid,Europe
EMP1331,24,Non-binary,Software Engineer,Education,7,Remote,Oceania
EMP1332,60,Female,Data Scientist,Healthcare,21,Hybrid,Asia
EMP1333,59,Non-binary,Data Scientist,Manufacturing,7,Remote,Oceania
EMP1334,23,Prefer not to say,Project Manager,Healthcare,13,Remote,South America
EMP1335,55,Male,Designer,Finance,11,Remote,North America
EMP1336,40,Female,Project Manager,Education,16,Onsite,Europe
EMP1337,39,Non-binary,Project Manager,Consulting,17,Remote,Asia
EMP1338,51,Male,Designer,Healthcare,31,Remote,Africa
EMP1339,40,Male,Designer,Finance,26,Remote,Asia
EMP1340,34,Female,Project Manager,Education,1,Remote,South America
EMP1341,49,Non-binary,HR,Finance,17,Onsite,Africa
EMP1342,24,Non-binary,HR,IT,30,Onsite,Europe
EMP1343,48,Non-binary,Software Engineer,IT,4,Remote,Oceania
EMP1344,40,Non-binary,Project Manager,IT,3,Remote,North America
EMP1345,45,Prefer not to say,Designer,IT,10,Onsite,Africa
EMP1346,30,Female,Sales,Healthcare,16,Onsite,North America
EMP1347,25,Prefer not to say,Software Engineer,IT,35,Remote,Africa
EMP1348,57,Non-binary,Project Manager,Healthcare,8,Onsite,Africa
EMP1349,53,Female,Marketing,Consulting,12,Hybrid,Oceania
EMP1350,56,Male,HR,Retail,27,Hybrid,South America
EMP1351,26,Prefer not to say,Software Engineer,Manufacturing,2,Onsite,Oceania
EMP1352,58,Male,HR,Consulting,25,Onsite,Asia
EMP1353,57,Non-binary,Project Manager,IT,32,Remote,Europe
EMP1354,44,Prefer not to say,Data Scientist,Healthcare,23,Remote,Europe
EMP1355,32,Male,Data Scientist,Education,23,Hybrid,Africa
EMP1356,42,Non-binary,Software Engineer,Manufacturing,20,Hybrid,Europe
EMP1357,43,Non-binary,Software Engineer,Consulting,25,Onsite,Europe
EMP1358,58,Male,Sales,Manufacturing,33,Remote,Europe
EMP1359,27,Female,Project Manager,Retail,18,Hybrid,Africa
EMP1360,25,Female,HR,Finance,13,Remote,Oceania
EMP1361,30,Prefer not to say,HR,Manufacturing,14,Remote,North America
EMP1362,44,Female,Data Scientist,Healthcare,7,Remote,Europe
EMP1363,28,Non-binary,HR,Education,21,Remote,South America
EMP1364,36,Male,HR,IT,6,Hybrid,South America
EMP1365,35,Prefer not to say,HR,Retail,20,Remote,North America
EMP1366,29,Prefer not to say,Marketing,IT,12,Hybrid,Oceania
EMP1367,56,Male,Software Engineer,Finance,6,Remote,Asia
EMP1368,45,Male,Data Scientist,Healthcare,17,Remote,Oceania
EMP1369,47,Male,Marketing,Consulting,7,Hybrid,South America
EMP1370,41,Female,Sales,Finance,30,Hybrid,Asia
EMP1371,47,Prefer not to say,Data Scientist,Consulting,1,Onsite,Asia
EMP1372,32,Male,Data Scientist,IT,20,Hybrid,Oceania
EMP1373,56,Non-binary,Project Manager,IT,33,Hybrid,Asia
EMP1374,60,Prefer not to say,Designer,Education,29,Remote,South America
EMP1375,42,Non-binary,Software Engineer,Manufacturing,25,Onsite,South America
EMP1376,36,Non-binary,Data Scientist,Retail,6,Hybrid,South America
EMP1377,40,Non-binary,Sales,Finance,9,Remote,South America
EMP1378,32,Male,Sales,Education,13,Remote,Africa
EMP1379,32,Female,Project Manager,Retail,20,Hybrid,Africa
EMP1380,49,Non-binary,Sales,Retail,32,Onsite,Africa
EMP1381,42,Non-binary,Designer,Healthcare,19,Onsite,Asia
EMP1382,39,Prefer not to say,Marketing,Healthcare,10,Onsite,Africa
EMP1383,29,Non-binary,Designer,Finance,14,Remote,North America
EMP1384,52,Non-binary,HR,Healthcare,19,Onsite,Oceania
EMP1385,25,Prefer not to say,HR,Manufacturing,6,Remote,Europe
EMP1386,58,Male,Sales,Consulting,20,Remote,Africa
EMP1387,59,Prefer not to say,HR,IT,23,Remote,North America
EMP1388,60,Male,Data Scientist,Education,28,Onsite,Africa
EMP1389,24,Male,HR,IT,9,Hybrid,Africa
EMP1390,49,Prefer not to say,Designer,Retail,21,Remote,Africa
EMP1391,25,Female,Sales,Healthcare,2,Onsite,North America
EMP1392,56,Female,Sales,Education,1,Remote,Asia
EMP1393,34,Prefer not to say,Project Manager,Education,11,Onsite,North America
EMP1394,43,Prefer not to say,HR,Finance,26,Onsite,Oceania
EMP1395,56,Non-binary,Marketing,Manufacturing,30,Onsite,North America
EMP1396,46,Male,Data Scientist,Finance,7,Hybrid,North America
EMP1397,35,Non-binary,Software Engineer,Education,23,Hybrid,South America
EMP1398,56,Male,Sales,IT,17,Remote,Africa
EMP1399,27,Male,Data Scientist,IT,11,Hybrid,North America
EMP1400,58,Prefer not to say,HR,IT,24,Onsite,Oceania
EMP1401,26,Female,Designer,Healthcare,10,Remote,South America
EMP1402,31,Non-binary,Marketing,Consulting,11,Onsite,South America
EMP1403,53,Female,Software Engineer,Consulting,32,Hybrid,Europe
EMP1404,41,Prefer not to say,Data Scientist,Finance,4,Onsite,Oceania
EMP1405,24,Prefer not to say,Marketing,Healthcare,13,Hybrid,North America
EMP1406,46,Prefer not to say,Designer,Healthcare,19,Hybrid,Europe
